Fecha,Categoría,Título,Enlace Fuente
2026-05-02 07:47,PENAL,"El exnovio de la madre del niño detenido por homicidio y agresión, según los promotores",https://news.google.com/rss/articles/CBMi6wFBVV95cUxOZ3ZDcnBOZzBYRmFobXpkOFFoS1pKQ1lXR1d4RkVkQ0lGYlBLcFpLT0ZwQnhUTHJ3ZGZkak05dDVETDQ2d2o0a0U0ZUdVSVNGcU93OEFhSEpKalZVaTdBRHRHdWxJNkpuRkJfU2JRNURxUDFKM2p0eG94UFdvMER3aE83YXEtcEVLOWVPREpUaWZpMWl0LWFSYmk4N0ZyXzlIWWljR1d6b0NnMzN4TXB0UnVfa3RNNjFYWU15Z2dvaklJUUlINUhOSUpjVlhvZlZJQzFtVFNCRjJpMlk3cWxUYjJxZzRuS2tlU1lV?oc=5
2026-05-02 07:47,MERCANTIL,La empresa con la que Nacho Cano produce 'Malinche' entra en concurso de acreedores al no poder pagar sus deudas,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQUEIwZzA1OGtlV2VJVjlVMVFkRkJIYnpoUWNYOUtPYTZTQW51ZUNlSkxvay1HdHdQT05Oa2JidF9ERGVESW1uUXRpMUVnMlJPVDR5SzRfUlg5Z2RtMjN3OE5DQkRRVi1zTldSYlEzQmRneUd2cS10dzZzcFZqUVBFOEh3NUxJTW43S0Zjb19MSE5lbUtIUjZjYnhEN25OWmhOMlJxOEhfNzlNLUtlMkd5cTV4MF9rY1VTMDV2ZEJ2OU8wblNjNmxhYVd6eWpTOU9HZVdWTC1QbHA?oc=5
2026-05-02 07:47,EXTRANJERIA,Un documento interno de la Policía reconoce graves carencias en las comisarías como consecuencia de la,https://news.google.com/rss/articles/CBMikwJBVV95cUxOcl83ekZaOWl1Nm1xdGRMRmtmY3V1eWRSekxZVUFUbEkxdEUtVXN3U1NESklHWElSREdKZ0I5QjYxbEIyVlJRd05Cb3k0VWJLSDh5TFFKS21hX00tcS1DZ2cxZjZ3SjhrR0dVM2lyeVl0SEJRSnNxdGxUMHFIT1FldjZzXzdIVlJrNjZpd0p1RmdUMGtnYzM1aUFLMTBJN3Fwa2lyX0FNZi1kRDlNTnpyY1JIVEEyR19mWXV3WnN5ay1JTS02bGx1TXVZelNoeGtTemV4MVBaRzhCb3paZ2w1Q2NUUllHNnRmd1hVcXpVSlJqLXNWeTQxNkFteDJOOWgtYnNvYWtaN1JXS241d3RWYUV0VdIBkwJBVV95cUxOcl83ekZaOWl1Nm1xdGRMRmtmY3V1eWRSekxZVUFUbEkxdEUtVXN3U1NESklHWElSREdKZ0I5QjYxbEIyVlJRd05Cb3k0VWJLSDh5TFFKS21hX00tcS1DZ2cxZjZ3SjhrR0dVM2lyeVl0SEJRSnNxdGxUMHFIT1FldjZzXzdIVlJrNjZpd0p1RmdUMGtnYzM1aUFLMTBJN3Fwa2lyX0FNZi1kRDlNTnpyY1JIVEEyR19mWXV3WnN5ay1JTS02bGx1TXVZelNoeGtTemV4MVBaRzhCb3paZ2w1Q2NUUllHNnRmd1hVcXpVSlJqLXNWeTQxNkFteDJOOWgtYnNvYWtaN1JXS241d3RWYUV0VQ?oc=5
2026-05-02 08:55,MERCANTIL,Finetwork pierde medio millón de líneas desde su crisis con Vodafone,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNb2lmR09FYk5JTmVxUm1Lanpod09GUHJPc0xLLVNHeTBhR2F6dzlhNWhTZXZZdmNmeXBLa1F3TFJLTGNhc18weUJqV0F6YWJuaG1jX2FwSnU0dFA0dzlzRUpfQl85UnpIenVndE9HdWZTd3FFSUp1VXFrb0VyN3RGdmZqaC12MHI1dlE0MVI5cFFQRExZSXVGdGJHV0dNRC10aDFFcVJBYjAxeDhKT1BzNjBmak5XWG9sOVg1NGN2NGRxalRsX0xIMzZpcThvTzkzd3k2adIB1AFBVV95cUxNb2lmR09FYk5JTmVxUm1Lanpod09GUHJPc0xLLVNHeTBhR2F6dzlhNWhTZXZZdmNmeXBLa1F3TFJLTGNhc18weUJqV0F6YWJuaG1jX2FwSnU0dFA0dzlzRUpfQl85UnpIenVndE9HdWZTd3FFSUp1VXFrb0VyN3RGdmZqaC12MHI1dlE0MVI5cFFQRExZSXVGdGJHV0dNRC10aDFFcVJBYjAxeDhKT1BzNjBmak5XWG9sOVg1NGN2NGRxalRsX0xIMzZpcThvTzkzd3k2aQ?oc=5
2026-05-03 08:03,PENAL,El Tribunal Supremo lo ordena: la empresa está obligada a compensar los festivos si caen en fin de semana,https://news.google.com/rss/articles/CBMi8wFBVV95cUxOUm1zV0RfblBkVGhONjlCN3BXQnBnN0FyU2U2TlRpZVhNVWVWaVBEd2RjQkJMTE14MlV1aS02dWVpV1NTYndOdWlJaGtBZWlNR3dxS2xBejhUZmRnazNPT2dya1IzQzRRdGJFaXp2eFBlYXc4ZGhmZ19ZbklRRUlBRGxfaUYzZldlY3lDOUNrWHFtNm0xWklwaHFtLVB2dUt0eVd4Zzd2MVlzVnpQWEZWeW95dDBnQjBneld6eEtESTY1MzRzWmNrNmhDbXVqZVNtUHlyQ3NsOHdTYkc2Z0xrVFFtU3NITXZoc3ZQcXpFcFYyQ0HSAfMBQVVfeXFMTlJtc1dEX25QZFRoTjY5QjdwV0JwZzdBclNlNk5UaWVYTVVlVmlQRHdkY0JCTExNeDJVdWktNnVlaVdTU2J3TnVpSWhrQWVpTUd3cUtsQXo4VGZkZ2szT09ncmtSM0M0UXRiRWl6dnhQZWF3OGRoZmdfWW5JUUVJQURsX2lGM2ZXZWN5QzlDa1hxbTZtMVpJcGhxbS1QdnVLdHlXeGc3djFZc1Z6UFhGVnlveXQwZ0IwZ3pXenhLREk2NTM0c1pjazZoQ211amVTbVB5ckNzbDh3U2JHNmdMa1RRbVNzSE12aHN2UHF6RXBWMkNB?oc=5
2026-05-03 08:03,MERCANTIL,"Logra jubilarse a los 67 años, con una pensión de 1.878,89 euros mensuales y un extra de 10.632,32 euros a pesar de una deuda de 102.851 euros con la Seguridad Social",https://news.google.com/rss/articles/CBMiygJBVV95cUxObnIzSlhaR0loREwwZFdlem9yc2RPQzZuVVNxdXV5MzhBUlk4aHNvS21DdXg2RXlsTDM3WEVhQnl1TWlzWWl6SVNNaHVLZTZESnlmcVB3ZXJJWjRXVE05T1pJTC1oV0JSVVl5X1dabTNBeGxzUmY2Z0xLczEyNzJOc0ZoOFFvcFZzRnZCNFQzU3M5emhFRnBHU3ZFa1ZIaTJhYVI3RENTaVpTVWhEcFJfNjVocVYzSElXZ3N6WUVUczIzclYwXzlzaEdyd2k4OTkyekp6MjZsUGxiRHZ2STVsNGFHUDh0bFpnVVY5dnZPRHBJZjFiWTlna3drRjZ4TktEd1Y0Q29XNDdOZm9lTUJOcHpaM0JGbEtFUjE5Wmc1cHowLWlCSWdxSl92d3dSU21rZWhaYk1VZldlNXNTNXJkREduMS0tal90S1HSAcoCQVVfeXFMTm5yM0pYWkdJaERMMGRXZXpvcnNkT0M2blVTcXV1eTM4QVJZOGhzb0ttQ3V4NkV5bEwzN1hFYUJ5dU1pc1lpeklTTWh1S2U2REp5ZnFQd2VySVo0V1RNOU9aSUwtaFdCUlVZeV9XWm0zQXhsc1JmNmdMS3MxMjcyTnNGaDhRb3BWc0Z2QjRUM1NzOXpoRUZwR1N2RWtWSGkyYWFSN0RDU2laU1VoRHBSXzY1aHFWM0hJV2dzellFVHMyM3JWMF85c2hHcndpODk5MnpKejI2bFBsYkR2dkk1bDRhR1A4dGxaZ1VWOXZ2T0RwSWYxYlk5Z2t3a0Y2eE5LRHdWNENvVzQ3TmZvZU1CTnB6WjNCRmxLRVIxOVpnNXB6MC1pQklncUpfdnd3UlNta2VoWmJNVWZXZTVzUzVyZERHbjEtLWpfdEtR?oc=5
2026-05-03 08:03,EXTRANJERIA,"Regularización, vulnerabilidad y populismo",https://news.google.com/rss/articles/CBMihgFBVV95cUxNQjlNZkZUOW9oTHptbXU4UzNxSU1XbEpseUlJZWJJTmJmVmRacDUxc3ZwaWFyVVZWUE9FdzZlRFJCTGxELUVFR0NCd2xjYlZhLUpvcFF2cmljZng0OE5HMENRb1FxeTVRa1k4bW8xcUdxOVNxbHdyUjRSbUlxQmdWcEZHdERNQQ?oc=5
2026-05-04 08:32,FAMILIA,"Los profesionales que trabajan con Maman Benchimol cierran filas en su defensa ante el CGPJ: ""Siempre ha actuado con integridad e imparcialidad""",https://news.google.com/rss/articles/CBMijwFBVV95cUxQSGpsR2FIcWRjYWtTb0JIcm9fYXZTZktnWGNqN2kxLWJjcHhSbldLOWl0Y1lMcUVLQTc2RUhLRVA4eldPQzRqaE14NlBqWUtpeEVzd0NtcWJCaUxnYS1mR3BQcFF4dlJVbktmUGg2ZFZlUHhWQlpjYlJfdWMwektoQUhUS295dlJ5QVZpQ2FTQQ?oc=5
2026-05-04 08:32,PENAL,Dictan sentencia contra un individuo que irrumpió en una tienda armado con un rifle,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQY1JlZFh4XzhZems5UF80cldsVmtxaV8xVzNnWnZjVC1BbURHT2JNc2JCRU9FLUhlWUFScWtzSkZDZ3o3dUYxOHF1MlBhX29SN1BsUmVtbVlqa0JGT21VLWpBb3VyS2g1TVNEZkF4b2dlaHNLR1JObVFVYVRqTlNvc2ktczFmblMyV0hoaFdqZlpUZWpxbF9KbHYzQnVRbkZKWlMtUHlMc0xPTlp3dlJTZWVBcDJsdVBCdVppbUtXWEY?oc=5
2026-05-04 08:32,MERCANTIL,La comercial de perfumería y cosmética Nova Giorjen suspende pagos en Barcelona,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPRWJHMm1KeUlOWDRZT2F3TmdKY3hlUDJYZE1zTm5jY3c3UjVDX01RT25HOG5oaEtvMW9DUzdSMm51Z21ieHdaZWF5MG5Vd0RUOWZjNnN3S2szVGxHZ1A4TlRGNW11OU5yem9CblFTU3MzdWtRLWxzclJrdnVOMnN1bVJLMnNuUHZqUUVTc0ZFXzgxXzBqbDJGZFN3MlZSbmpvUGM2cXBuVF81clJRNm5LYkdHT1IxbkoyN1pYSmR6MVBCaUJlTWQ1LWlKdjUtT1p1Z3hRNHAwdGZXRDVaY2p1Ri1yaURaQXfSAewBQVVfeXFMUFM5ckFseW5UVTIyLTNLbDhuUmwzZm1QR0VIemF0LVdJQ1A4cmVScGZTREV6OFJsYjd5Qkl6b0dxT0NUeUZVZ1RzNzMwSWtrVnJpalMtUlg4N3hyMzdJNkRxOEtLa1FWdnkzVDVIZkFieWlkSHRuT0Nud3ExWVVkMkRTNUgwUFZTOUlSNGc2aGxHbXBsR3RjYWJhQm1rMmwyeFIyNXF0WUloaGp5M3hhMnlBZW5DQUlZczJqUTctU2ttbE5WSkcwYktuUkxzckx0SHlYQ1U5akJjVldac0h0bFZVVndERnFFN3VUOGU?oc=5
2026-05-04 08:32,EXTRANJERIA,El Real Decreto 316/2026: Una reforma del Reglamento de Extranjería entre la integración y la controversia,https://news.google.com/rss/articles/CBMi-AFBVV95cUxNUzZ0SmlkZC1yTkFWVGlONmJfRlBPdnRqZnFORGJaLS1nR2RGT3FtRGV4SnctandSMzRkRDBMUDd4NUZtSlRnb1YyNXJLLXFMRVdWR2lDVU9sVG1XZmt6dV9fNzZocDlPcnd2dWNKOGRDQV9WWjQ0Vkg1dHNQdkc3UEFWWEQ1VkRJeXJORW9mRzd5VE11aU5peVlCdUtFQ19VZWI5dUp3RVRGX2NLcnVNaTZNUmtyS3pCY0ZaNUgwS3gzUUt4dU1YYXJ5dnI5NHFkeDJjS0pQYTRZRExaRS1fRWxqYm9OOV9uM1dybG1VMi1URHdQeXhfZQ?oc=5
2026-05-05 08:13,FAMILIA,El Gobierno amplía la obligación de los jueces de escuchar a los menores y crea un turno de oficio para casos de violencia contra ellos,https://news.google.com/rss/articles/CBMiiwJBVV95cUxQcVFvR2ZrYWNqMU1pa0tDTXN1R1NLTmU0Zmp4eDZfNDZwVTZpakhnMzlwTTFQSjJKTjg1ZlUyMklrbkJCcXE4aVpBQ0N4TUU1ODVzRGNVX2xCejJiYnJsbTFqS2lEODY1SnNBR2FIVGVULUNBbzNUakJNbWpnMFh5blFwQ2xaS1Vfa0VCbmRuSl9pdnFxdlBYaW5UVVhUQ0w1OXhiWVc5ZzRXWDBwUFlQRW03Z011ZG43aS1lbG9saEIwS2FCTlc1X01HYzMybkwtdWRUNTg1c3YwdUU1TVNaNlFzcVlZbmhjbmp0TGxFQ0E0OGdhY1ZjR0FubkoyRThmWm1Md3Y1ck8tMTjSAZ8CQVVfeXFMTXR5SERGQ0Z1YnFOME1FWnVXLXBHdVk5YWhIT1BkaFplVlpla19NQWpJVTU4djBpR0pQU1c4WTVmWVlpbnpNcVJBdFc0RUNLV1lzc09yVTRpd1hlZEdyV29LalR5LXBETTE2d3lqTnZPXzdtV1pDcnNJWWw5Ny10LUZYbEZIeDN1U2stUzVZX2N6SHVBUzFtTDhfU0RlUWg4OEM0aDMtRG14NnppMjNHUnlvTjhFbWxKZWQ5eldueDR3THFMYjlNQTgtMnRETVhGOHk2WDNnYzdESmlCSEVVZFppaWd1NDVGaXBneWtiZVlRZWZib2d1WjJqMzQ3cUZkUWpNTkxQcUN5NHRsT2FuclZldzVzWEc2OXpNSFhIRFE?oc=5
2026-05-05 08:13,MERCANTIL,Tubos Reunidos entra en concurso de acreedores ante su situación de «insolvencia inminente»,https://news.google.com/rss/articles/CBMiugFBVV95cUxQZ3RqNXk2X0I2My13bG1xdy05N0g0aU4tN0tFZXF0eThGSmJvOGw0SlRHeEQ4VTJvamdPX2k0dE96YWNkS21LX04wR0k5VHRVUjA5Q0k3bUUwYlE1Q00yWU5QcE9OcXdISEtFZHpJWXIxS2hobUlUekw1TElaZWl1d1ViYXdma3hrZnVUUU40QnR1NEs2ajgtTGlnOW5fajNMc0lrUXZ2M29GZDExY1lIdmNlRFJvNGt2Vnc?oc=5
2026-05-05 08:13,EXTRANJERIA,"El Gobierno no ha anunciado una ayuda de 2.800 euros a los migrantes regularizados ""hasta que encuentren trabajo""",https://news.google.com/rss/articles/CBMimgFBVV95cUxNWVYyN1RCeXNVOU91RjRONkJQbDZhNk9zZU5jRE5sLWNyUy1JZmxlLXBSM0t6U1pFZWZGQzJOWHpxX1l3YUI1SzRvNTVEZjBfSTdDM3FSQjlVZHZDOFRnMU9XLVE1VWlTUWd0VTRaSmE5WW16NGRFR1k4YzJrTk5nLXZ3VndIbHZDMkpKbWtIR3ZDSXVBY2FRb3B30gGaAUFVX3lxTE1ZVjI3VEJ5c1U5T3VGNE42QlBsNmE2T3NlTmNETmwtY3JTLUlmbGUtcFIzS3pTWkVlZkZDMk5YenFfWXdhQjVLNG81NURmMF9JN0MzcVJCOVVkdkM4VGcxT1ctUTVVaVNRZ3RVNFpKYTlZbXo0ZEVHWThjMmtOTmctdndWd0hsdkMySkpta0hHdkNJdUFjYVFvcHc?oc=5
2026-05-05 09:48,FAMILIA,Un cambio en la declaración de la Renta perjudica a miles de divorciados,https://news.google.com/rss/articles/CBMisgFBVV95cUxPdW1TM3loWjFuaHFXbkNHcFJqTmdvLXh2WTZoRWRBQ1ZGd3U5U0RUM21PSHdubTRaamlDZ0FMWXBSYUJ3YkkybHlZZlM3NkFCM0RSWF90b1Z5WE11Ukw4WGlsZXprMVEyMGFKSS1KRndKNlRIZWpZZjdzWnJkSEp1cVBRNGp2UjZRN2JUcHItNUxEVUM4bWoyaFdSenFvck8xc3JvM3JmdHQ1dW04dUlYbzZn0gG3AUFVX3lxTE5Uc3FKNmFjREdEZG5uVUJQOUphekRfckRqZzNFMWlFQi1XZUZuUUZlMEhJUWNYejdIbDN0WHNoRjZteWdoZV9SWERiQWU4YlB1QkZzdXkxd2VMREl2N0ktZThZUjAxWERjOGxsNlo0dEFwZzNzSkRBVnozcjNScUQ0OTJ1dzZEaThqaFpsR2F2azdLaFozTEFheTVWMWZlX0podWZJdW1uV2RzdnRucE50RDFSdkh0QQ?oc=5
2026-05-05 09:48,MERCANTIL,Tubos Reunidos solicita concurso de acreedores por insolvencia,https://news.google.com/rss/articles/CBMigwFBVV95cUxNcW5ObzJNZDVaeU1wYVpKR2ZxSFI0T3JPUGhtVURsd0NFUm1zczVTWWw1dlQ0b044YzItblR3MXdVYzk2OXVpTkVyQnlqUmdjMGNUcGZsN29VcFZpQzVKZmVPa0U2cVFycWk2aUp6WFVMeUlyRVY3S2NLUWplRmdfdzItRQ?oc=5
2026-05-05 09:48,EXTRANJERIA,El falso mena podría acogerse a la regularización pese al riesgo de reincidencia,https://news.google.com/rss/articles/CBMikwFBVV95cUxNeHhLT3lURDJ5S2s2dGFYajZpd1hXV3JPS3pXNS1rQ3hJblJuOUVuYmlEV1hMNlg2bnVOZkdWaHA2VnlET3ZUcXhIWVJJRXB0cGNkdWtaWUJNbjlsbk5NUjBlUGV6dVpNVFVJem4xNVpTWGlLNm0wWFh5VVlBT21XUFhmUS1jZTBpd3RtVnVsdFhUZlHSAZgBQVVfeXFMTWt2SEZ2V3BDU21McEo1UnlzaXZGR3ZOTUgyaEk3enFRdHlCZy1HQ1ZLNEJkeWthS3B3YTYzbVBTSG9rT0c2eE5rMDJNSEVhanRMaWdVX01aenNONnRPMXJFU2hhWlBBa2d2Q2Z0Z3ZvTnpnLWV6cmlCUjRsVFM0OVFhTmNXQ3A2MkJhajc2UGRfdWozcTJvUnQ?oc=5
2026-05-06 08:29,FAMILIA,Claves de la reforma a la ley de protección a la infancia en España,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNSi1Ra0FFVnF6NkUtb05yRFdtLWNWSWJrU0UxdzdIQTBaMG5GRGxOYmtmc3Z1UTNGMXRWZ3I0a0FMSFNqQU53cXBYbUdUQ0tQTXhqdjJpR2hiN0dvXzFGR3BnSjRRSHEtSGJaTngwdFJhc3BKUEFkOXAzYnQyWUhMRkt3X3FFOE5TVjJ6RnVtVGlGTkxqR21ET2Z6SnBsQzZHUWd4SS1nZ2pHQlZrWDE4azNhUnBtX1pYLUJreExydGR2Q0cwVFgzQTY1SkRYcVJ2Nk1Va9IB1AFBVV95cUxNSi1Ra0FFVnF6NkUtb05yRFdtLWNWSWJrU0UxdzdIQTBaMG5GRGxOYmtmc3Z1UTNGMXRWZ3I0a0FMSFNqQU53cXBYbUdUQ0tQTXhqdjJpR2hiN0dvXzFGR3BnSjRRSHEtSGJaTngwdFJhc3BKUEFkOXAzYnQyWUhMRkt3X3FFOE5TVjJ6RnVtVGlGTkxqR21ET2Z6SnBsQzZHUWd4SS1nZ2pHQlZrWDE4azNhUnBtX1pYLUJreExydGR2Q0cwVFgzQTY1SkRYcVJ2Nk1Vaw?oc=5
2026-05-06 08:29,PENAL,Pidieron 12 años de cárcel para un padre por abusar de su hija en Hudson,https://news.google.com/rss/articles/CBMixwFBVV95cUxQTFNJOV96cVVJSl9aRW9CVHgzSHhCUndjT0pudHBpTVNqdzVkalRRbFJKZ25mSHN6dlB5d3dtQVlmRDNUYUZMU2Uxd3EyN19XeVYtdDJYcjE2WHpKbkdnNDR0eFRJT0ZKMHlCVjktdWJUVUU5d0dtUnl4OFVvaGwxaHJPQXVSSFdiZ2NGT1drRXVxQl94ckdteUNWUGM1S1VEWENuV3RQMzJjb2tYUExyMlNIZ1VLNzN3a3JGSk9oWXdfNVRRdW1j0gHHAUFVX3lxTFBMU0k5X3pxVUlKX1pFb0JUeDNIeEJSd2NPSm50cGlNU2p3NWRqVFFsUkpnbmZIc3p2UHl3d21BWWZEM1RhRkxTZTF3cTI3X1d5Vi10MlhyMTZYekpuR2c0NHR4VElPRkoweUJWOS11YlRVRTl3R21SeXg4VW9obDFock9BdVJIV2JnY0ZPV2tFdXFCX3hyR215Q1ZQYzVLVURYQ25XdFAzMmNva1hQTHIyU0hnVUs3M3drckZKT2hZd181VFF1bWM?oc=5
2026-05-06 08:29,MERCANTIL,"Le Coq Sportif, la marca que vistió a Maradona en España 82, entra en concurso en España",https://news.google.com/rss/articles/CBMijwFBVV95cUxPTVE5bjdIOXBhaEJjZlc1R2IzN0l2YWVUT2w1Rk9CZGE3VF9XWXp3cDFRTWZlOEdsb2EteXBzaG9XbDgxRm85WGdRZ29jdjBDSWJlVXNsWURMSG1rY3EwV2o0b2U1bjFzSFR5U1BhQWplTXkwMXUzeGlYNk1qamIwMjFCVlQ2ZUVlcXdDTWRhc9IBjwFBVV95cUxQcEdIeEExaFhlX0xraWNxYTlkVUtCTTIxbUctcXBsdTJOVWRxZkdiOWowSEdpbS1qejhXelVXeV80ajltUG11MWNUbnhIOUJXV3BZdnBIcmU0WlBSYm83QXZPanR1R2hPcUctcEZnZVdmdEpWc2ZOdVJralhwZklSeWZMelRGdDF1TnVBaTBNZw?oc=5
2026-05-06 08:29,EXTRANJERIA,El Gobierno elimina de su plan normativo la reforma de la ley de financiación de partidos y endurecerá controles a través de Hacienda,https://news.google.com/rss/articles/CBMipwFBVV95cUxQVDNFNjBTeWptSmRKekhKTEpqdWpCNXdEWVdTaU1ybXFvVEw2ejFxMXE4OExOYXE4ZGdEelZIOFBnYnNRT183aTR6ZFdncHhsOFQ0emhUb3p0Q3B5aFdnTmdQVTg3V1ZCYTVlblhJNFFRa3BockhELUxVYWJ6M3hBWlJacHYtaF9hWWIyZGZKWG9XSWE3RmpqZmRiR1pBcUpVTVVFSE1Xd9IBrAFBVV95cUxPb2tJSWg1cGV3NFdnZlR5ZFIwdHhYOGZjQzlqbmVVMnJ4Nkx6TzZSNFB2bklORmdDT3Vrd0xIcnhGWUtLc3RnREJfaFZPTlFMMWRUUkNMbHBXRTR5MWFLSlNNeXdiNkNhRGU4d2VqdDBTSlUwYUJMWmx4YldoTUhqSTZBb1JEX05Fa1ZSMW81ZUt6Q2Z4OUpBUFJBRzZvZGh5VlljaG96RnlXMjFp?oc=5
2026-05-06 10:05,FAMILIA,El Gobierno elimina el límite de edad para declarar en un proceso judicial en la reforma de la ley de infancia,https://news.google.com/rss/articles/CBMiowFBVV95cUxPV2Zwczd6bXhyQ1RKY2RKNV9yU1AzdjZ6YWlLRGRBbFQ3MHZKQmlPYkhZSmFXUHB4NHEtdHUyWUwxNU4zWkthaVZWUkUzRzQ2VWZMajNvazNyXzVrbU9ubjlXUFA3ekJwSm82c1MzSU93T1F4Yi0xM29HUjY4bVNCamlpYTRwN1BpdnNPZHR4UkRTTFhJLTNncEFzUXVGVmdhaTlJ0gGjAUFVX3lxTE5Hdkc2bXQxMHBtbjNlUElldlBISU5HeDVuMzVqS0p2SERFMy1TZEFFb1ZmZkxxX2tHcjJsLUJrNmRyRjdsQm43NnEzREFMTGVtZW80RGtJR0VlNGNXenFvMmN3cmZKUGVYNkdoRGVUc2xFdUMwREJnMXhhTXR0RGlmbDZvc3FXNmhnMWxxbFV0RW90dHVabXU1a3dQdVpuc2RJYUU?oc=5
2026-05-06 10:05,EXTRANJERIA,Ampliación de la Ley de Protección Integral a la Infancia y la Adolescencia frente a la Violencia (LOPIVI),https://news.google.com/rss/articles/CBMixAFBVV95cUxNamxrUUIwa3VobGZ0YUxidGd6Ym9kajJyMnNpQ3VyNjBuM3R2OGVsaERiM0hGaGtnTWlSQ1FScmpJa1NsYW1Bb2sxdmZNMm9lbHltcUdTWDRWX20tSzAzcGRNWVBTZnlTeXpkX0ttbDNjQ1A4TThveDBVVzRBRUhoWnktbldrcjFTSE0zUzEzQ1Y2ZzlaZVF1dGJiS0xLbXI4MDFINDV0aTY4NllpUGNQNU9kSEZENzcwQ1ZLcFNRaHhUaWNB?oc=5
2026-05-07 08:36,FAMILIA,Opinión | Una reforma con más relato que novedades jurídicas,https://news.google.com/rss/articles/CBMioAFBVV95cUxQVGZVbDc5N184Yzl0VjFzZW1YYzM3MlMwSEluRU9CNzBkTHZsY0tjOFFCdTFaUjM4WkEzSFk5Q0hhNUdRQUJycnNURnlnSE9HaTRXUl9BQUhKcUEwS2dvVG1kaExKb2l1WVJaSzRvT1hRS2RPeGNmYlZmNmQxdUJ2QkxtY0w5YnUtc0RuS3NVRGJvMXp1Q0JvRWo5M0ZiRmUt?oc=5
2026-05-07 08:36,MERCANTIL,Una distribuidora de pinturas y droguería gerundense entra en concurso y fase de liquidación,https://news.google.com/rss/articles/CBMi3gFBVV95cUxNUVZydV8wakl0Vm8wR0t3akVqWHBWeFNhSGRoUEpGSGZ1Zkg3T2dadzl4LV9WS0hZM3RkUEVqbklJV2NTdlhqQ1Q1RHE2ZmlWcTlucmRoQURZM2ZvbjJDY3ZjSWFmN1lKOXlYSTZGSlFEajdFVGozQXV6TEtIMWU2d3lidndwTUZnaEd0ZXdlS2hILWN1dEFra2JaSzlhSVhBMEJsUzQ0cTZ4bG0xMlNIRmlaWnJTMVdDczRRY2pvdXVieWZfZnJWMThDOWNBYmtSdVU0SU5jSkY3Q0R1QWfSAeMBQVVfeXFMTzBjRU9ZLWFkclZlN05QUnlzUnNvQVRwZ1RwUkhBNG9kdE5HQW5Nb3hmbnZKQTk0b2Jrakt0VkxFc1gwS0huNlZHRVRJdnNld29pRHNNN3FWT0ZQenhsS0h4ZkhQTExNR29HYkVVQkxvbjNlZlFUQjlzTnlROGV1OHNwWkVQaC1jR2RZX2NUUC1vVGR4M3pNSFZoaWFTV2IyZkJmT0FEaUJxdUp0ZHBIQkFhUVNwdXlncS1aUjh4WHl4bFNybTY5aWFNSjR6QVZiekNiQW1ZUVAtVmc3cm1HMExpQ28?oc=5
2026-05-07 08:36,EXTRANJERIA,El Supremo estudiará el 13 de mayo si paraliza la regularización extraordinaria de inmigrantes,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPVXV2R2JYUnhTM1lzUVBRa2I5UjAyaXZmMk9JMWdoeG1jNnBKTGJfQ3FsRS1kSjV5bTVXRFFEQmZMWlNaWFJXVFRYZE1vNnlGbzR3TU9KekVkODlkcU1oRmV6QXhNV3JPWlEtUUNRc1VuYW5QZjJoSmk5YmM4YmxhUWNNenJ5dFpJT082ZUxSRG5TX1M4RUR4dUgxdjRjbExwS2JpRDVLbUJWV3hoV3VVdlFtOGZRUnBJaHd4UnN5bFdPOThMeGdBNUljbHdTSnpTZUHSAdcBQVVfeXFMUFpjbXB5UEQyb0ZWc3BqR2VPOHRDZWMwMXdLT3cwaUw4V0JIMWFnV1daSmVJamFFSURLYi03czJ2a3dNZE1GdjB2NUFrZGRNWE9Hc1VXVDRyblRLeG4yX0tDUUtwc0Q5UnltTW5zeG96d2E2MXdxcWVMUUg1MWJieWM2THlNLU9VREN5YUZwaGZ0N1pSM2pQLVdLUVQ5SC1YVkxmclcxS2ZhZHpKYTZic09oU19yQzYyMWJabzRWZUlBajdxWUs5dHlBV3lpWlhwN0pfRWwxczA?oc=5
